"","imdb_id","avg_num_of_attendees","num_of_shows","budget","genres","tmdb_popularity","release_date","revenue","runtime","languages","tmdb_rating","tmdb_votes","directors","writers","keywords","awards","metascore","imdb_rating","imdb_votes","tomato_critic_rating","tomato_user_rating","tomato_user_votes","tomato_critic_votes","tomato_fresh_reviews","tomato_rotten_reviews","tomato_user_meter","tomato_critic_meter","actors","name"
"55","tt0110057",9,1,700000,"Documentary",0.104141,1994-09-12,7830611,171,"English",7.3,44,"Steve James","Steve James,Frederick Marx","chicago,sports team,ghetto,narration,college,basketball,high school basketball,independent film,inner city,high school athlete,sports film","Nominated for 1 Oscar. Another 20 wins & 7 nominations.",98,8.3,"18,610",8.7,4.2,12173,50,49,1,93,98,"William Gates,Arthur Agee,Steve James","HOOP DREAMS"
"56","tt3462002",9,1,0,"Documentary",0.018717,2015-06-22,0,82,"English",5.9,12,"Bryan Carberry,J. Clay Tweel","","","4 wins & 4 nominations.",80,6.9,"1,185",7.5,3.8,825,43,42,1,76,98,"Shannon Whisnant,John Wood","FINDERS KEEPERS"
"57","tt3263996",9.15,4,0,"Drama,Documentary",0.011685,2014-10-10,0,102,"English",7.1,19,"Jesse Moss","Jesse Moss","north dakota,human rights,oil industry","10 wins & 17 nominations.",89,7.5,"1,659",8.6,4,2807,65,64,1,84,98,"Keegan Edwards,Jay Reinke","THE OVERNIGHTERS"
"58","tt1047011",9.31666666666667,5,0,"Music,Comedy,Romance,Drama",0.063219,2012-09-15,1697294,93,"English",6.5,41,"Paul Andrew Williams","Paul Andrew Williams","musical,cancer","3 wins & 8 nominations.",57,7,"5,489",5.9,3.7,4591,93,60,33,69,65,"Terence Stamp,Vanessa Redgrave,Gemma Arterton,Christopher Eccleston,Anne Reid,Ram John Holder,Barry Martin,Taru Devani,Orla Hill,Jumayn Hunter","UNFINISHED SONG"
"59","tt2514894",9.325,5,0,"Documentary",0.005843,2013-11-08,0,100,"",0,0,"Andrew Cohn,Davy Rothbart","","","1 win & 1 nomination.",64,7.6,"94",6.2,4.2,126,12,11,1,84,92,"Dylan McSoley,Rusty Rogers,Robby Armstrong,Chaz Cowles,Justin Gilbert,Corey Hansen,Logan Farmer,Josh Deering,Rudie Crane,Dennis Pace","MEDORA"
"60","tt1376213",9.5,2,25000000,"Fantasy,Adventure,Family",0.205893,2013-12-05,6399,99,"English",5.2,47,"Jonathan Newman","Christian Taylor,Matthew Huffman","london,based on novel,key,adventure,supernatural,steampunk","N/A",39,5.4,"4,088",5,2.9,895,13,3,10,36,23,"Aneurin Barnard,Michael Sheen,Lena Headey,Sam Neill,Ioan Gruffudd,Keeley Hawes,Tristan Gemmill,Daniel Wilde,Xavier Atkins,Oliver Stark,Mella Carron,Brian Nickels","THE ADVENTURER: CURSE OF THE MIDAS"
"61","tt2654192",9.5,2,0,"Documentary",0.002349,2013-06-20,0,88,"English",0,0,"Tamar Halpern,Chris Quilty","","woman director","1 nomination.",63,9.4,"99",7.7,NA,63,NA,9,1,NA,NA,"Llyn Foulkes,Dennis Hopper,Johnny Carson,Paul Schimmel","LLYN FOULKES"
"62","tt2942522",9.5,2,0,"Drama",0.037251,2013-09-05,2340,89,"한국어/조선말",5.8,20,"Kim Ki-duk","","","N/A",66,6.5,"3,042",6,3.2,537,36,28,8,60,78,"Jo Jae-hyeon ,Lee Eun-woo,Kim Jae-hong,Kim Min-seok,Seo Young-joo","MOEBIUS"
"63","tt1907707",9.5,4,0,"Drama",0.019149,2012-01-22,134634,94,"English",4.9,5,"Sheldon Candis","","","1 win & 4 nominations.",52,6,"1,622",5,3.6,1597,36,13,23,61,36,"Common,Michael Rainey Jr.,Danny Glover,Dennis Haysbert,Charles S. Dutton,Meagan Good","LUV"
"64","tt1658801",9.53125,4,7000000,"Romance,Drama",0.327139,2015-09-13,573335,103,"English",6.9,52,"Peter Sollett","","new jersey,equality,lesbian couple,cancer","1 win & 5 nominations.",50,6.5,"5,076",5.6,3.4,3178,122,58,64,53,47,"Julianne Moore,Ellen Page,Steve Carell,Michael Shannon,Luke Grimes,Josh Charles,Mary Birdsong,Dennis Boutsikaris,Skipp Sudduth,Jeannine Kaspar,Tom McGowan,Kevin O'Rourke,Stink Fisher,Gabriel Luna,Anthony DeSando,William Sadler,Adam LeFevre,Kelly Deadmon,Traci Hovel,Mina Sundwall,Julie Reiber,Karl Jacob,Jess Jacobs,Portia Reiners,Suzanne Savoy,Susan Merson,Oliver Solomon,Mary Joy,Robbie Tann","FREEHELD"
"65","tt2024432",9.71428571428571,9,35000000,"Comedy,Crime",1.088366,2013-02-07,173965010,111,"English",5.6,1285,"Seth Gordon","","","1 win & 8 nominations.",35,5.7,"96,681",4.1,3.4,192312,164,32,132,53,20,"Jason Bateman,Melissa McCarthy,Jon Favreau,Amanda Peet,T.I.,Génesis Rodríguez,Morris Chestnut,John Cho,Robert Patrick,Eric Stonestreet,Jonathan Banks,Maggie Elizabeth Jones,Ryan Gaul,Mary-Charles Jones,Brett Baker,Steve Mallory,Tyler Nilson,Steve Little,Andrew Friedman,Antwan Mills,Ian Quinn,Diva Tyler,Sope Aluko,Nevaina Graves Rhodes,Diolita Arnold,Jamie Moore,Brenda Gonzales,Nelson Bonilla,Angelyn Pass,Lori Beth Sikes,Ben Falcone,Kate Graham,Deacon Dawson,Geordie White,Steve Witting,Tim Andrews,Gary Weeks","IDENTITY THIEF"
"66","tt0037120",9.91666666666667,2,0,"Drama,Family",0.026379,1944-12-14,0,123,"English",5.3,8,"Clarence Brown","","england,horse,jockey,rider horse relationship,afi","Won 2 Oscars. Another 1 win & 4 nominations.",NA,7.4,"4,944",8.3,3.5,9873,23,23,0,78,100,"Mickey Rooney,Donald Crisp,Elizabeth Taylor,Anne Revere,Angela Lansbury,Jackie 'Butch' Jenkins,Juanita Quigley,Reginald Owen,Norma Varden","NATIONAL VELVET"
"67","tt2302755",9.91666666666667,6,70000000,"Action,Thriller",2.346966,2013-03-20,161025640,120,"English,한국어/조선말",6.2,2257,"Antoine Fuqua","Katrin Benedikt,Creighton Rothenberger","white house,secret service,terrorist attack","1 win & 5 nominations.",41,6.5,"200,793",5.3,3.7,147832,182,86,96,67,47,"Gerard Butler,Aaron Eckhart,Angela Bassett,Morgan Freeman,Radha Mitchell,Rick Yune,Dylan McDermott,Finley Jacobsen,Tory Kittles,Shanna Forrestall,Melissa Leo,Cole Hauser,Phil Austin,Robert Forster,Ashley Judd,Han Soto,Shane Land,Sam Medina,Malana Lea,Keong Sim,Arden Cho,Michael Dudikoff","OLYMPUS HAS FALLEN"
"68","tt2452254",9.96875,4,6600000,"Drama",0.71423,2014-08-20,1554000,124,"Deutsch,English,Français",6.8,146,"Olivier Assayas","","suicide,divorce,actress","16 wins & 37 nominations.",78,6.8,"17,117",7.5,3.5,10721,146,130,16,65,89,"Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,Lars Eidinger,Brady Corbet,Johnny Flynn,Hanns Zischler,Aljoscha Stadelmann,Luise Berndt,Gilles Tschudi,Benoït Peverelli","CLOUDS OF SILS MARIA"
"69","tt0038355",10,1,0,"Crime,Drama,Mystery,Thriller",0.655871,1946-08-23,0,116,"English",7.2,86,"Howard Hawks","","poison,gambling,detective,suspense,los angeles,drug,classic noir,private detective,book store,philip marlowe,missing person,film noir","1 win.",NA,8,"63,475",8.8,4.1,33074,53,51,2,91,96,"Humphrey Bogart,Lauren Bacall,John Ridgely,Martha Vickers,Dorothy Malone,Peggy Knudsen,Charles Waldron,Regis Toomey,Charles D. Brown,Elisha Cook Jr.,Louis Jean Heydt,Bob Steele,Sonia Darrin","THE BIG SLEEP"
"70","tt0052646",10,1,62000,"Horror,Science Fiction",0.126298,1962-02-25,0,82,"English",4.9,12,"Joseph Green","","transplantation,experiment,mutant,brain,fiancé,surgeon,strip club,stripper,car crash,laboratory,independent film,gore,disembodied head,mad doctor,b movie,decapitation,severed head,car accident,transplant,arm ripped off,surgery,severed arm","N/A",NA,4.1,"4,693",4.2,2.6,4709,12,4,8,27,33,"Jason Evers,Virginia Leith,Doris Brent,Audrey Devereal,Eddie Carmel,Adele Lamont,Bonnie Sharie,Paula Maurice,Marilyn Hanold,Bruce Brighton,Bruce Kerr,Arny Freeman,Fred Martin,Lola Mason,Leslie Daniels","THE BRAIN THAT WOULDN'T DIE"
"71","tt0080380",10,1,0,"Fantasy,Comedy,Science Fiction,Music",0.041328,1980-11-21,0,90,"English",3.3,4,"Menahem Golan","Menahem Golan","musical","2 wins & 5 nominations.",NA,4.3,"1,328",4.2,3.1,1180,7,1,6,51,14,"Catherine Mary Stewart,Grace Kennedy,Allan Love,Vladek Shaybal,Joss Ackland,Miriam Margolyes,George S. Clinton,Francesca Poston","THE APPLE"
"72","tt0281190",10,1,200000,"Action,Adventure,Crime,Drama",0.074406,2002-02-27,0,95,"English,Português",6.8,16,"Cess Silvera,Adam Doench,Lyndale V. Pettus","","crime boss,police chase,strong violence,brutal violence,gang violence,yardie,jamaican posse","N/A",36,6.2,"3,320",3.6,4.4,10153,16,3,13,91,19,"Ky-Mani Marley,Spragga Benz,Paul Campbell,Louie Rankin,Wyclef Jean,Screechie Bop,San San,Jabba,Assassin,Beast,Fabien Dominique,J.R. Silvera,Carlton Grant Jr.,Lennox Lewis","SHOTTAS"
"73","tt0307987",10,1,23000000,"Drama,Comedy,Crime",0.508881,2003-11-25,76488889,91,"English",6.2,274,"Terry Zwigoff","","holiday,elves,christmas party,safe,little people","Nominated for 1 Golden Globe. Another 1 win & 11 nominations.",70,7.1,"107,050",6.7,3.2,199838,213,166,47,75,78,"Billy Bob Thornton,Tony Cox,Brett Kelly,Lauren Graham,Bernie Mac,Lauren Tom,John Ritter,Ajay Naidu,Octavia Spencer,Cloris Leachman,Lorna Scott,Harrison Bieker,Alex Borstein,Alexandra Korhan,Dylan Charles,Billy Gardell,Lisa Ross","BAD SANTA"
"74","tt0462757",10,1,0,"Documentary",0.000429,2005-06-03,0,75,"English",0,0,"Daniel Peddle","","","N/A",65,6.7,"165",6.9,3.3,129,11,10,1,50,91,"Marquise Balenciaga,Kisha Batista","THE AGGRESSIVES"
"75","tt1675163",10,1,0,"Comedy,Drama",0.002636,2013-03-08,0,83,"",6.5,1,"Sean Gallagher","Sean Gallagher","","1 nomination.",NA,6,"118",NA,3.2,13,NA,NA,NA,38,NA,"Adriene Mishler,Jonny Mars,Alex Karpovsky,Chris Doubek,Todd Berger,Samantha Thomson,Parisa Fakhri,Laura Clifton,Jason Newman,Jeff Benson","GOOD NIGHT"
"76","tt0089877",10,2,0,"Animation,Family,Science Fiction",0.000147,1985-11-15,0,85,"English",5.3,3,"Bernard Deyriès,Kimio Yabuki","","","3 wins & 1 nomination.",NA,6.9,"764",3.4,3.6,5984,6,0,6,80,0,"Bettina Bush,Pat Fraley,Peter Cullen,Robbie Lee,Andre Stojka,David Mendenhall,Rhonda Aldrich,Les Tremayne,Mona Marshall,Jonathan Harris,Marissa Mendenhall,Scott Menville,Charlie Adler,David Workman","RAINBOW BRITE & THE STAR STEALER"
"77","tt0164912",10,2,133000000,"Fantasy",0.94547,1999-12-17,300135367,84,"Nederlands,English",5.6,432,"Rob Minkoff","","brother brother relationship,based on novel,cat,mouse,adoption,orphanage,step brother,kids and family,new york city twin towers,gangster","Nominated for 1 Oscar. Another 7 wins & 12 nominations.",61,5.9,"93,073",6.3,2.9,494932,97,64,33,41,66,"Michael J. Fox,Geena Davis,Hugh Laurie,Jonathan Lipnicki,Nathan Lane,Jeffrey Jones,Connie Ray,Allyce Beasley,Brian Doyle-Murray,Estelle Getty,Harold Gould,Chazz Palminteri,Steve Zahn,Bruno Kirby,Jennifer Tilly,David Alan Grier,Jim Doughan,Julia Sweeney","STUART LITTLE"
"78","tt0120794",10,3,70000000,"Adventure,Animation,Drama,Family,Music",0.686256,1998-12-15,218613188,99,"עִבְרִית,English",6.7,347,"Brenda Chapman,Steve Hickner,Simon Wells","","moses,egypt,pyramid,exodus,kingdom,governance,ancient egypt,hebrew,pharaoh,woman director","Won 1 Oscar. Another 9 wins & 27 nominations.",64,7,"90,255",7,3.2,199659,85,67,18,76,79,"Val Kilmer,Ralph Fiennes,Patrick Stewart,Michelle Pfeiffer,Sandra Bullock,Jeff Goldblum,Danny Glover,Helen Mirren,Steve Martin,Martin Short,James Avery,Amick Byram,Aria Curzon,Sally Dworsky,Ofra Haza,Brian Stokes Mitchell,Bobby Motown,Eden Riegel,Shira Roth,Stephanie Sawyer,Francesca Smith,Linda Shayne","PRINCE OF EGYPT"
"79","tt0120794",10,3,70000000,"Adventure,Animation,Drama,Family,Music",0.686256,1998-12-15,218613188,99,"עִבְרִית,English",6.7,347,"Brenda Chapman,Steve Hickner,Simon Wells","","moses,egypt,pyramid,exodus,kingdom,governance,ancient egypt,hebrew,pharaoh,woman director","Won 1 Oscar. Another 9 wins & 27 nominations.",64,7,"90,255",7,3.2,199659,85,67,18,76,79,"Val Kilmer,Ralph Fiennes,Patrick Stewart,Michelle Pfeiffer,Sandra Bullock,Jeff Goldblum,Danny Glover,Helen Mirren,Steve Martin,Martin Short,James Avery,Amick Byram,Aria Curzon,Sally Dworsky,Ofra Haza,Brian Stokes Mitchell,Bobby Motown,Eden Riegel,Shira Roth,Stephanie Sawyer,Francesca Smith,Linda Shayne","THE PRINCE OF EGYPT"
"80","tt2654360",10.1875,4,500000,"Documentary",0.001391,2012-10-04,0,88,"English",7.2,8,"Molly Bernstein","","magician,woman director","N/A",79,7.1,"770",7.4,3.7,676,39,35,4,71,90,"Ricky Jay,Dick Cavett,Winston Simon,David Mamet,Persi Diaconis","DECEPTIVE PRACTICES"
"81","tt0079609",10.25,1,0,"Action,Comedy,Foreign",0.000237,1979-06-26,0,94,"Español,广州话 / 廣州話",5.4,4,"Yuen Woo-Ping","Ng See-Yuen","","N/A",NA,7.1,"457",NA,3.7,71,NA,NA,NA,47,NA,"Yuen Siu-Tin,Hwang Jang-Lee,Linda Lin,Yuen Shun-Yi,Cory Yuen,Dean Shek","DANCE OF THE DRUNKEN"
"82","tt0080002",10.25,1,0,"Action,Foreign",0.000369,1979-12-25,0,90,"普通话",5.8,3,"Chang Cheh","Chang Cheh,Ni Kuang","martial arts,kung fu","N/A",NA,6.6,"300",NA,3.4,1078,NA,NA,NA,57,NA,"Ti Lung,Alexander Fu Sheng,Sun Chien,Lu Feng,Philip Kwok Chun-Fung,Chiang Sheng,Lo Meng,Yeung Hung,Ku Feng,Wai Pak,Chin Siu-Ho","TEN TIGERS OF KWANGTUNG"
"83","tt0081353",10.25,2,20000000,"Adventure,Action,Comedy,Music,Family",0.253186,1980-12-12,0,114,"English",5.3,60,"Robert Altman","","blackmail,supernatural powers,based on cartoon,spinach","3 wins & 4 nominations.",48,5.2,"23,650",5.7,2.6,55970,29,17,12,38,59,"Robin Williams,Shelley Duvall,Ray Walston,Paul Dooley,Paul L. Smith,Richard Libertini,Wesley Ivan Hurt,Donald Moffat,Donovan Scott,MacIntyre Dixon,Roberta Maxwell,Bill Irwin,Robert Fortier,Allan F. Nicholls,Peter Bray,Linda Hunt,David McCharen,Sharon Kinney,Pietro Torrisi","POPEYE"
"84","tt1754104",10.375,1,0,"Music,Drama,War",0.009152,2011-06-18,0,105,"Français,English",0,0,"Sheldon Larry","Glenn Gaylord","gay kiss,gay night club,gay romance,gay character","1 win.",NA,6.3,"341",5.7,3.6,153,8,6,2,67,75,"Cameron Koa,Ephraim Sykes,Andrew Myer,Phillip Evelyn,Cameron Koa","ON THE FLOOR"
"85","tt3007512",10.5416666666667,3,22500000,"War,Drama",0.610377,2014-12-25,15520023,112,"Pусский,Türkçe,ελληνικά,English",6.7,245,"Russell Crowe","Andrew Anastasios,Andrew Knight","istanbul,australia,farmer,gallipoli campaign","13 wins & 12 nominations.",50,7.1,"52,435",6,3.5,13202,136,86,50,61,63,"Russell Crowe,Olga Kurylenko,Jai Courtney,Isabel Lucas,Damon Herriman,Ryan Corr,Jacqueline McKenzie,Cem Yılmaz,Deniz Akdeniz,Megan Gale,Birol Tarkan Yildiz,Daniel Wyllie,Michael Dorman,Robert Mammone,Canan Ergüder,James Fraser,Steve Bastoni,Salih Kalyon,Aidan Liam Smith,Benedict Hardie,Christopher Sommers,Michael Gilmour,Jack Douglas Patterson,Ben Norris,Dylan Georgiades,Ben O'Toole,Fatih Ugurlu,Robert Byron,Ümit Demirbas,Yunus Emre Sogukkanli,Allen Tiller,Paul Chapman,James Elliott,Darren McGuiness,Özcan Özdemir,Pelé,Yılmaz Erdoğan","WATER DIVINER"
"86","tt2398231",10.7916666666667,3,16000000,"Western,Drama",0.445143,2014-05-18,2429989,122,"English",6.2,133,"Tommy Lee Jones","Tommy Lee Jones,Kieran Fitzgerald,Wesley Oliver","dancing,based on novel,revenge,native american,tied feet,wild west,driven insane,abusive marriage,refused services,prison wagon,lost in the desert,buffalo skin","4 wins & 14 nominations.",68,6.6,"21,092",7.1,3.2,13795,141,114,27,51,81,"Hilary Swank,Tommy Lee Jones,Grace Gummer,Meryl Streep,Miranda Otto,Tim Blake Nelson,Hailee Steinfeld,Sonja Richter,David Dencik,John Lithgow,James Spader,William Fichtner,Jesse Plemons,Jo Harvey Allen,Evan Jones","THE HOMESMAN"
"87","tt0126029",10.7916666666667,6,60000000,"Adventure,Animation,Comedy,Family,Fantasy",1.439335,2001-05-16,484409218,90,"English",7.1,1964,"Andrew Adamson,Vicky Jenson","","liberation,lordship,castle,magic mirror,robin hood,enchantment,fairy-tale figure,princess,parody,ogre,woman director","Won 1 Oscar. Another 37 wins & 59 nominations.",84,7.9,"460,398",7.8,3.9,1376888,201,177,24,90,88,"Mike Myers,Eddie Murphy,Cameron Diaz,John Lithgow,Vincent Cassel,Peter Dennis,Clive Pearse,Jim Cummings,Bobby Block,Chris Miller,Cody Cameron,Kathleen Freeman,Conrad Vernon,Christopher Knights,Simon J. Smith,Jacquie Barnbrook,Guillaume Aretos,John Bisom,Calvin Remsberg,Jean-Paul Vignon,Val Bettin,Andrew Adamson,Patty Cornell,Charles Dennis,Mehmet Ali Erbil,Susan Fitzer,Elisa Gabrielli,Gary A. Hecker,Frank Welker","SHREK"
"88","tt1969062",10.9375,5,6700000,"Comedy,Drama",0.401527,2014-01-18,1430655,87,"English",6.8,58,"Maya Forbes","Maya Forbes","semi autobiographical,bipolar,woman director,absent  mother,bipolar disorder","Nominated for 1 Golden Globe. Another 2 wins & 8 nominations.",64,7,"8,279",6.7,3.7,10911,107,85,22,72,79,"Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky,Ashley Aufderheide,Wallace Wolodarsky,Keir Dullea,Beth Dixon,Georgia Lyman,William Xifaras,Mary O'Rourke,Brianne Brozey,Adam W. Mayerson,Chris Papavasiliou,Liam McNeill,George J. Vezina,Mike Jablon,Christopher Alan,Mark S. Cartier,George Huynh,Christopher S. Porter,Alicia Love,Manoah Angelo,Nekhebet Kum Juch,David Weindel,Muriel Gould,Paul Elias,Uatchet Jin Juch,Michael Underhill,Gwendolyn Forbes,H. Tod Randolph,Patrick Shea","INFINITELY POLAR"
"89","tt0089175",11,1,9000000,"Horror,Thriller,Comedy",0.758503,1985-08-02,24922237,106,"English",6.7,77,"Tom Holland","","virgin,vampire,transformation,supernatural powers,undead,night club,lifting person in air,mother son relationship","5 wins & 4 nominations.",NA,7.1,"42,162",7.3,3.4,49141,34,31,3,76,91,"Chris Sarandon,William Ragsdale,Amanda Bearse,Roddy McDowall,Stephen Geoffreys,Jonathan Stark,Nick Savage,Art Evans","FRIGHT NIGHT"
"90","tt3410666",11,1,0,"",0.003292,2014-09-05,0,87,"",0,0,"John Wellington Ennis","","","N/A",NA,8.6,"49",6.9,4.4,163,5,4,1,94,80,"","PAY 2 PLAY"
"91","tt2517658",11,2,0,"Thriller,Horror,Mystery",0.336809,2014-04-17,0,92,"English",5.8,49,"Ivan Kavanagh","Ivan Kavanagh","supernatural","3 wins & 8 nominations.",55,5.9,"8,865",6,3.2,1045,19,15,4,51,79,"Rupert Evans,Antonia Campbell-Hughes,Hannah Hoekstra,Serena Brabazon,Anthony Murphy,Calum Heath,Paddy Curran,Maura Foley,Kelly Byrne,Carl Shaaban,Sinead Watters,Alicja Ayres,Steve Oram","THE CANAL"
"92","tt2961890",11,2,0,"Comedy,Animation,Drama",0.003532,2014-08-21,0,88,"English",9,1,"Signe Baumane","","woman director","6 wins & 3 nominations.",78,7.6,"415",7.4,3.9,278,20,20,0,70,100,"","ROCKS IN MY POCKET"
"93","tt2058107",11,3,18000000,"Drama,History",0.680616,2013-12-26,22309223,116,"English",6.6,149,"Jonathan Teplitzky","","post traumatic stress  disorder,japanese,world war ii,victim,autobiography,based on true story,history,revenge,redemption,torture","7 wins & 19 nominations.",59,7.1,"27,493",6.5,3.6,15281,112,75,37,68,67,"Jeremy Irvine,Colin Firth,Stellan Skarsgård,Michael MacKenzie,Nicole Kidman,Jeffrey Daunton,Tanroh Ishida,Tom Stokes,Bryan Probets,Tom Hobbs,Sam Reid,Akos Armont,Takato Kitamoto,Keith Fleming,Ben Aldridge,Yutaka Izumihara,Louis Toshio Okada,Micheal Doonan,Shoota Tanahshi,Peter Tuinstra,Shogo Tanikawa,Ben Warren,Yasuhiko Miyauchi,Keiichi Enomoto,Masa Yamaguchi,Hiroyuki Sanada,Ewen Leslie,Shinji Ikefuji,Jack McTaggart,Sarah McVicar,Therese Bradley,Byron J. Brochmann,Marta Dusseldorp,Charlie Ruedpokanon","RAILWAY MAN"
"94","tt2381335",11.125,4,0,"Documentary",0.160605,2014-05-09,0,92,"English",7.5,53,"Stephanie Soechtig","Stephanie Soechtig,Mark Monroe","junk food,obesity,documentary,food industry,sugar,public health,weight loss,woman director","2 nominations.",71,7.7,"7,730",7.1,4,12109,64,51,13,83,80,"Katie Couric,Michael Pollan,Bill Clinton,Tom Vilsack,Kelly Brownell,Michael Bloomberg,Michele Simon","FED UP"
"95","tt0103874",11.25,1,40000000,"Romance,Horror",1.194471,1992-11-13,215862692,128,"Latin,Română,български език,ελληνικά,English",6.8,466,"Francis Ford Coppola","","adultery,maze,vampire,rough sex,wake,religious conflict,bestiality,correspondence,vampire sex,autonomous shadow,vlad","Won 3 Oscars. Another 12 wins & 15 nominations.",57,7.5,"142,797",6.6,3.6,258223,48,38,10,80,79,"Gary Oldman,Winona Ryder,Anthony Hopkins,Keanu Reeves,Richard E. Grant,Sadie Frost,Cary Elwes,Billy Campbell,Tom Waits,Jay Robinson,Monica Bellucci,Michaela Bercu,Florina Kendrick,I.M. Hobson,Laurie Franks,Maud Winchester,Octavian Cadia,Robert Getz,Dagmar Stanec,Eniko Öss,Nancy Linehan Charles,Tatiana von Furstenberg,Jules Sylvester,Hubert Wells,Honey Lauren,Judi Diamond,Robert Buckingham,Cully Fredricksen,Daniel Newman","DRACULA"
"96","tt2215077",11.25,3,0,"Romance,Drama",0.164339,2014-03-21,0,106,"English",4.5,4,"Biyi Bandele","","","3 nominations.",51,6.1,"1,148",5.6,3.1,1413,47,24,23,37,51,"Thandie Newton,Anika Noni Rose,John Boyega,Chiwetel Ejiofor,Joseph Mawle,Genevieve Nnaji","HALF OF A YELLOW SUN"
"97","tt0085334",11.5,1,0,"Comedy,Family",0.449078,1983-11-18,19294144,94,"English",7,146,"Bob Clark","","holiday,nostalgia,young boy,bb gun,essay,christmas tree dealer,mall santa,christmas,1940s","3 wins & 11 nominations.",77,8.1,"104,438",8.5,3.7,285010,54,48,6,89,89,"Melinda Dillon,Darren McGavin,Peter Billingsley,Ian Petrella,Scott Schwartz,R.D. Robb,Tedde Moore,Yano Anaya,Zack Ward,Jeff Gillen,Leslie Carlson,Jean Shepherd,Jim Hunter","A CHRISTMAS STORY"
"98","tt0481499",11.5,4,135000000,"Adventure,Animation,Comedy,Family,Fantasy",1.534596,2013-03-20,585178928,98,"English",6.8,1606,"Kirk De Micco,Chris Sanders","Kirk De Micco,John Cleese","stone age,daughter,father,prehistoric,ancient world,father daughter relationship,family,cavemen,aftercreditsstinger,duringcreditsstinger","Nominated for 1 Oscar. Another 5 wins & 41 nominations.",55,7.3,"148,364",6.5,3.9,192889,135,95,40,78,71,"Nicolas Cage,Emma Stone,Ryan Reynolds,Catherine Keener,Cloris Leachman,Clark Duke,Chris Sanders,Randy Thom","THE CROODS"
"99","tt3623726",11.6666666666667,4,18000000,"Comedy,Drama,Music",0.856746,2015-07-10,0,100,"English",5.5,124,"Jonathan Demme","Diablo Cody","homophobia,rock star,aging,family relationships,divorce,estranged","3 nominations.",54,6,"14,140",6,3.1,16100,172,111,61,44,65,"Meryl Streep,Kevin Kline,Mamie Gummer,Ben Platt,Rick Springfield,Sebastian Stan,Audra McDonald,Charlotte Rae,Nick Westrate,Cherise Boothe","RICKI & THE FLASH"
