"","imdb_id","avg_num_of_attendees","num_of_shows","budget","genres","tmdb_popularity","release_date","revenue","runtime","languages","tmdb_rating","tmdb_votes","directors","writers","keywords","awards","metascore","imdb_rating","imdb_votes","tomato_critic_rating","tomato_user_rating","tomato_user_votes","tomato_critic_votes","tomato_fresh_reviews","tomato_rotten_reviews","tomato_user_meter","tomato_critic_meter","actors","name"
"280","tt1821658",19.55,5,0,"Animation,Comedy,Family,Adventure",1.10972,2014-01-17,0,85,"English",5.3,207,"Peter Lepeniotis","Lorne Cameron,Peter Lepeniotis,Daniel Woo","squirrel,3d animation","1 win & 4 nominations.",37,5.8,"19,232",3.9,3.1,38401,88,9,79,44,10,"Will Arnett,Katherine Heigl,Brendan Fraser,Liam Neeson,Stephen Lang,Sarah Gadon,Maya Rudolph,Jeff Dunham,Gabriel Iglesias,Scott Yaphe,Joe Pingue,Julie Lemieux,Robert Tinkler,James Rankin,Annick Obonsawin,James Kee,Scott McCord,Katie Griffin,Psy","THE NUT JOB"
"281","tt0975645",19.575,14,0,"Drama",0.612735,2012-11-22,23570541,98,"English",6.3,287,"Sacha Gervasi","","biography,title spoken by character,hitchcockian,movie set,movie actress,movie actor,alfred hitchcock","Nominated for 1 Oscar. Another 4 wins & 27 nominations.",55,6.9,"59,998",6.2,3.5,28972,199,123,76,60,62,"Anthony Hopkins,Helen Mirren,Scarlett Johansson,James D'Arcy,Jessica Biel,Michael Stuhlbarg,Ralph Macchio,Toni Collette,Danny Huston,Michael Wincott,Kurtwood Smith,Judith Hoag,Currie Graham,Wallace Langham","HITCHCOCK"
"282","tt2980706",19.6136363636364,12,50000000,"Animation,Comedy,Adventure,Family",0.870937,2014-07-17,151165787,83,"English",5.9,205,"Roberts Gannaway","","firemen,national park,sequel,anthropomorphic car,anthropomorphic vehicles","6 nominations.",48,6,"12,311",5.2,3.5,21950,89,39,50,57,44,"Dane Cook,Ed Harris,Julie Bowen,Curtis Armstrong,John Michael Higgins,Hal Holbrook,Wes Studi,Brad Garrett,Teri Hatcher,Stacy Keach,Cedric the Entertainer,Danny Mann,Barry Corbin,Regina King,Anne Meara,Jerry Stiller,Fred Willard,Dale Dye,Matt Jones,Bryan Callen,Danny Pardo,Corri English,Kari Wahlgren,Patrick Warburton,Rene Auberjonois,Rene Auberjonois,Erik Estrada,Steve Schirripa,Brent Musburger,John Ratzenberger,Caroline Aaron,Ferrell Barron,Roberts Gannaway,Kate Micucci,Masasa Moyo,Brad Paisley,Fred Tatasciore","PLANES FIRE & RESCUE"
"283","tt2980706",19.6136363636364,12,50000000,"Animation,Comedy,Adventure,Family",0.870937,2014-07-17,151165787,83,"English",5.9,205,"Roberts Gannaway","","firemen,national park,sequel,anthropomorphic car,anthropomorphic vehicles","6 nominations.",48,6,"12,311",5.2,3.5,21950,89,39,50,57,44,"Dane Cook,Ed Harris,Julie Bowen,Curtis Armstrong,John Michael Higgins,Hal Holbrook,Wes Studi,Brad Garrett,Teri Hatcher,Stacy Keach,Cedric the Entertainer,Danny Mann,Barry Corbin,Regina King,Anne Meara,Jerry Stiller,Fred Willard,Dale Dye,Matt Jones,Bryan Callen,Danny Pardo,Corri English,Kari Wahlgren,Patrick Warburton,Rene Auberjonois,Rene Auberjonois,Erik Estrada,Steve Schirripa,Brent Musburger,John Ratzenberger,Caroline Aaron,Ferrell Barron,Roberts Gannaway,Kate Micucci,Masasa Moyo,Brad Paisley,Fred Tatasciore","PLANES: FIRE & RESCUE"
"284","tt1979320",19.625,4,38000000,"Drama,Action",1.218869,2013-09-02,90247624,123,"English,Deutsch,Italiano,Français",7.7,1288,"Ron Howard","","world champion,sport,racing car,formula 1,automobile racing,based on true events","Nominated for 2 Golden Globes. Another 6 wins & 54 nominations.",75,8.1,"305,831",7.6,4.1,78041,211,188,23,88,89,"Daniel Brühl,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara,Natalie Dormer,Christian McKay,Tom Wlaschiha,Pierfrancesco Favino,David Calder,Stephen Mangan,Alistair Petrie,Julian Rhind-Tutt,Colin Stinton,Jamie de Courcey,Ilario Calvo,Patrick Baladi,Vincent Riotta,Martin Savage,Jamie Sives,James Norton,Michael Vardian,Eddie Bagayawa,Jochen Kolenda","RUSH"
"285","tt1311071",19.675,10,1030064,"Drama,Romance,Thriller",0.643305,2013-10-04,0,104,"English",6.6,207,"John Krokidas","John Krokidas,Austin Bunn","","5 wins & 12 nominations.",65,6.5,"25,364",6.6,3.4,18625,133,100,33,59,75,"Daniel Radcliffe,Elizabeth Olsen,Michael C. Hall,Ben Foster,Dane DeHaan,Jack Huston,Jennifer Jason Leigh,Kyra Sedgwick,David Cross,David Rasche","KILL YOUR DARLINGS"
"286","tt0083767",19.75,1,8000000,"Horror,Comedy,Fantasy",0.476888,1982-11-12,21028755,120,"English,Italiano",6.7,77,"George A. Romero","","monster,halloween,meteor,buried alive,cockroach,based on comic,gore,animated sequence,zombies,anthology film,living dead","2 nominations.",NA,6.8,"29,377",6.2,3.3,39305,29,20,9,69,69,"Leslie Nielsen,Ed Harris,Hal Holbrook,Ted Danson,Stephen King,Adrienne Barbeau,Tom Savini,E.G. Marshall,Gaylen Ross,John Amplas,David Early,Tom Atkins,Fritz Weaver","CREEPSHOW"
"287","tt1326194",19.75,1,0,"Documentary",0.001641,2009-04-16,0,89,"English",5.4,4,"Anat Baron","Anat Baron","woman director","N/A",NA,6.9,"1,037",6.3,3.7,1099,6,4,2,70,67,"","BEER WARS"
"288","tt2082517",19.75,1,0,"Documentary,History",0.001737,2013-02-05,0,77,"English",0,0,"Amy Nicholson","","woman director","N/A",72,7.7,"25",6.7,4.2,21,NA,6,2,90,NA,"","ZIPPER"
"289","tt2370248",19.75,6,0,"Drama",1.301029,2013-08-23,1600000,96,"English",7.8,256,"Destin Cretton","Destin Cretton","child abuse,suicide attempt,social worker,based on short film,pregnancy,violence,parole,father daughter relationship,incest,foster child,troubled teen,bracelet,cupcake,foster care,group home","35 wins & 65 nominations.",82,8,"53,768",8.3,4.4,19583,153,151,2,93,99,"Brie Larson,John Gallagher Jr.,Kaitlyn Dever,Melora Walters,Stephanie Beatriz,Rami Malek,Alex Calloway,Kevin Hernandez,Lydia Du Veaux,Keith Stanfield,Frantz Turner,Diana Maria Riva,Harold Cannon,Silvia Curiel,Bran'dee Allen,Danny Roper,Elyssa Gutierrez,Garryson Zamora,Michael Marto,Patricia Barrett,Tanya Marie A. Bitanga,Zoe Wilkens,Angel Amaral,Arnold Barrera,Joseph Bruley,Fred Herrera,Shika Moran,Nikki Chapman,Fay DeLaCruz,Cameron Gore,Anthony Puentes,Veronica Puentes,Laura Macias,Ana Shiravi,Mohammad Shiravi,Edward Goldstein,Etta Goldstein,Brett Goldstein,Alexandra Estrada,Michelle Nordahl,Jared Callahan,Joel P. West,Jessica Nordahl,Andrea Macias,Kaily McCoy,Thaddeus McRae,Kenny Laubbacher,Pamela Luna,Valentina I. Valentini,Brad Kester,James Abraham,Angelina Assereto,Merrily Cretton,Spring Cretton,Patrick James,Christopher Jun","SHORT TERM 12"
"290","tt0083866",19.8666666666667,6,10500000,"Science Fiction,Adventure,Family,Fantasy",2.072589,1982-04-03,792910554,115,"English",7.1,1497,"Steven Spielberg","","farewell,homesickness,nasa,extraterrestrial technology,operation,space marine,loss of father,hiding place,riding a bicycle,flying saucer,prosecution,halloween,flowerpot,finger,singles","Won 4 Oscars. Another 46 wins & 32 nominations.",91,7.9,"279,134",9.2,3.5,32311992,112,110,2,72,98,"Henry Thomas,Drew Barrymore,Robert MacNaughton,Dee Wallace,Peter Coyote,Erika Eleniak,Sean Frye,C. Thomas Howell,K. C. Martel,David M. O'Dell,Richard Swingler,Frank Toth,Pat Welsh","E.T."
"291","tt0085211",20,1,0,"Action,Adventure,Comedy,Foreign",0.051371,1981-11-10,0,100,"广州话 / 廣州話,普通话",6.5,5,"Sammo Hung","Sammo Hung,Barry Wong","martial arts,kung fu,hand to hand combat","1 win & 2 nominations.",NA,7.7,"2,246",NA,4,3172,NA,NA,NA,91,NA,"Yuen Biao,Lam Ching-Ying,Frankie Chan Fan-Kei,Sammo Hung,Peter Chan Lung,Chung Fat,Dick Wei,Wai Pak,Chin Yuet-Sang,Lee Hoi-Sang,Wu Ma,James Tien,Cheung Ging-Boh,Ho Wai-Han,Chan Yau-Hau,Lin Jing,Wang Hsieh,Ding Yue,Cheung Hei","THE PRODIGAL SON"
"292","tt1332028",20,1,0,"Horror",0.000572,2008-01-11,0,96,"",0,0,"","","","N/A",NA,5.1,"58",NA,2.5,2,NA,NA,NA,0,NA,"","MONSTER FROM BIKINI BEACH"
"293","tt1436562",20,2,90000000,"Animation,Adventure,Comedy,Family",0.928674,2011-04-03,484635760,96,"English,Português",6.5,1393,"Carlos Saldanha","","brazilian,brazil,pet,bird,musical,canary,samba,animal,duringcreditsstinger","Nominated for 1 Oscar. Another 3 wins & 28 nominations.",63,7,"162,815",6.4,3.7,89588,145,104,41,71,72,"Jesse Eisenberg,Anne Hathaway,Leslie Mann,Jane Lynch,Will.i.am,Wanda Sykes,George Lopez,Jamie Foxx,Rodrigo Santoro,Jemaine Clement,Jake T. Austin,Tracy Morgan,Carlos Ponce","RIO"
"294","tt2975578",20,5,9000000,"Horror,Thriller",3.806205,2014-07-17,108782847,104,"English",6.6,890,"James DeMonaco","James DeMonaco","bus,assault rifle,sniper,machete,dystopia,psychopath,sequel,revenge,murder,survival,motorcycle,violence,one day,masked man,apartment,death,survival horror,gatling gun","1 win & 4 nominations.",50,6.5,"86,284",5.4,3.4,66737,126,70,56,56,56,"Frank Grillo,Carmen Ejogo,Zach Gilford,Kiele Sanchez,Zoë Borde,Justina Machado,John Beasley,Jack Conley,Noel Gugliemi,Castulo Guerra,Michael Kenneth Williams,Edwin Hodge,Keith Stanfield,Roberta Valderrama,Nicholas Gonzalez,Niko Nicotera,Judith McConnell,Chad Morgan,Bel Hernandez,Lily Knight,Jasper Cole,Brandon Keener,Wiley B. Oscar,Amy Price-Francis,Vick Sabitjian,Adrian Sparks,Roger Schueller,Matt Lasky,Rowan Alexander,Brad Drake,Dale Dye,Carla Jimenez,Amy Paffrath,Rick Chambers,Branton Box,Brennan Feonix,Jeremy Fitzgerald,Chris Gann,Tammie Baird,Alina Andrei,Cortney Palm","THE PURGE: ANARCHY"
"295","tt2084989",20.0555555555556,8,100000,"Drama,Science Fiction",0.23917,2013-04-05,444098,96,"English",6.4,140,"Shane Carruth","Shane Carruth","sadness,hypnosis,hope,loss,romance,drugged,independent,parasite","3 wins & 30 nominations.",81,6.8,"21,548",7.9,3.6,12047,136,115,21,70,85,"Amy Seimetz,Shane Carruth,Andrew Sensenig,Thiago Martins,Carolyn King,Myles McGee","UPSTREAM COLOR"
"296","tt1179031",20.0833333333333,3,0,"Drama,Thriller",0.51733,2014-05-23,427418,109,"English",6.4,138,"Jim Mickle","","self-defense,revenge,murder,home invasion","1 win & 8 nominations.",73,6.8,"25,173",7,3.5,11985,107,92,15,67,86,"Michael C. Hall,Don Johnson,Sam Shepard,Vinessa Shaw,Nick Damici,Wyatt Russell,Lanny Flaherty,Brianda Agramonte,Tim Lajcik,Brogan Hall,Ken Holmes,Rachel Zeiger-Haag,Kristin Griffith,Laurent Rejto,Joe Lanza,Kris Eivers,Happy Anderson,Joseph Anthony Jerez","COLD IN JULY"
"297","tt1638355",20.0833333333333,6,75000000,"Comedy,Action,Adventure",2.736468,2015-08-13,108145109,116,"Italiano,English,Pусский,Deutsch",7,1267,"Guy Ritchie","","spy,cold war,remake,based on tv series,buddy cop,russian spy,american spy","4 wins & 2 nominations.",56,7.3,"169,247",6.2,3.7,45843,234,156,78,74,67,"Henry Cavill,Armie Hammer,Alicia Vikander,Elizabeth Debicki,Luca Calvani,Sylvester Groth,Hugh Grant,Jared Harris,Christian Berkel,Misha Kuznetsov,Guy Williams,Marianna Di Martino,Julian Michael Deuster,Andrea Cagliesi,Riccardo Calvanese,Peter Stark,David Menkin,Pablo Scola,Cesare Taurasi,Riccardo Flammini,Francesco De Vito,Luca Della Valle,Simona Caparrini,David Beckham,Alessandro Ananasso,Joana Metrass,Gabriel Farnese","MAN FROM UNCLE"
"298","tt2486682",20.1666666666667,3,0,"Documentary,Drama,History",0.232065,2013-06-07,0,88,"العربية",7.4,25,"Jehane Noujaim","","woman director","Nominated for 1 Oscar. Another 16 wins & 13 nominations.",84,8.1,"6,541",8.4,4.2,5246,60,60,0,89,100,"Khalid Abdalla,Dina Abdullah,Dina Amer,Magdy Ashour,Ramy Essam,Ahmed Hassan,Aida Elkashef","THE SQUARE"
"299","tt2888046",20.1666666666667,3,36000000,"Action,Drama,History",1.651991,2015-12-19,2468433,105,"广州话 / 廣州話,English",6.1,209,"Wilson Yip","Lai-yin Leung,Chan Tai-Li,Edmond Wong","biography","1 win & 16 nominations.",57,7.2,"18,475",NA,NA,NA,NA,NA,NA,NA,NA,"Donnie Yen,Lynn Hung,John Zhang Jin,Patrick Tam,Karena Ng,Kent Cheng,Louis Cheung,Leung Kar-Yan,Mike Tyson,Danny Chan Kwok-Kwan,BabyJohn Choi,Lo Meng,Tats Lau,Tony Leung Siu-Hung,Yu Kang,Chan Chiu","IP MAN 3"
"300","tt1772341",20.2272727272727,16,165000000,"Family,Animation,Comedy,Adventure",1.360031,2012-11-01,471222889,108,"English",7,3283,"Rich Moore","","support group,product placement,bullying,racing,arcade,character name in title,medal,self esteem,curiosity,precocious child,aftercreditsstinger,duringcreditsstinger,first person shooter,glitch,carefree,video gamer,q*bert,interrupted wedding,social reject","Nominated for 1 Oscar. Another 33 wins & 40 nominations.",72,7.8,"267,679",7.5,4.1,236739,170,147,23,86,87,"John C. Reilly,Sarah Silverman,Jane Lynch,Jack McBrayer,Jamie Elman,Adam Carolla,Alan Tudyk,Mindy Kaling,Joe Lo Truglio,Ed O'Neill,Dennis Haysbert,Edie McClurg,Jess Harnell,Rachael Harris,Skylar Astin,Roger Craig Smith,Kyle Hebert,Reuben Langdon,Gerald C. Rivers,Maurice LaMarche,John DiMaggio,Rich Moore,Raymond S. Persi,Horatio Sanz,Stefanie Scott,Katie Lowes,Josie Trinidad,Cymbre Walk,Tucker Gilmore,Brandon Scott,Tim Mertens,Kevin Deters,Martin Jarvis,Brian Kesinger,Phil Johnston,Jamie Sparer Roberts,Ava Acres,Isabella Acres,Bob Bergen,David Boat,Mike Carlsen,Reed Buck,David Cowgill,Jim Cummings,Elizabeth Daily,Debi Derryberry,Terri Douglas,Sandy Fox,Eddie Frierson,Earl Ghaffari,Emily Hahn,Jennifer Hale,Daniel Kaz,Dave Kohut,Lauren MacMullan,Mona Marshall,Scott Menville,Laraine Newman,Paul Pape,Lynwood Robinson,Trenton Rogers,Jadon Sand,Kath Soucie,April Stewart,Fred Tatasciore,Jennifer Christine Vera","WRECK-IT RALPH"
"301","tt0120693",20.25,1,8000000,"Comedy,Crime",0.394181,1998-01-16,17460020,82,"English,Türkçe",6.2,75,"Tamra Davis","","smoking,company,marijuana,drug,woman director","N/A",16,6.7,"47,911",4.2,3.4,193980,24,7,17,81,29,"Dave Chappelle,Tommy Chong,Harland Williams,Guillermo Díaz,Jim Breuer,Rachel True,Snoop Dogg,Clarence Williams III,Laura Silverman,David Mucci,Jon Stewart","HALF BAKED"
"302","tt0441773",20.25,2,130000000,"Animation,Family",2.525725,2008-06-04,631744560,90,"English",6.8,1714,"Mark Osborne,John Stevenson","","china,martial arts,kung fu,mentor,snake,restaurant,shop,strong woman,bravery,tiger,turtle,panda,sensei,fighting,ancient china,monkey,anthropomorphic animal,master,destiny,evil,aftercreditsstinger,monkey warrior,noodle","Nominated for 1 Oscar. Another 14 wins & 38 nominations.",73,7.6,"301,877",7.2,3.9,583348,178,155,23,82,87,"Jack Black,Dustin Hoffman,Angelina Jolie,Jackie Chan,Lucy Liu,David Cross,Randall Duk Kim,James Hong,Dan Fogler,Ian McShane,Seth Rogen,Michael Clarke Duncan,Wayne Knight,Kyle Gass,JR Reed,Laura Kightlinger,Tanya Haden,Stephen Kearin,Mark Osborne,John Stevenson,Jeremy Shipp,Melissa Cobb,Kent Osborne,Emily Burns,Stephanie Harvey,Riley Osborne","KUNG FU PANDA"
"303","tt2097298",20.2678571428571,7,0,"Drama",0.564554,2015-02-20,45710059,128,"English,Italiano",7.4,124,"Niki Caro","","california,small town,coach,championship,track and field,woman director","3 wins & 2 nominations.",60,7.4,"22,439",6.7,4.2,26146,120,96,24,88,80,"Kevin Costner,Ramiro Rodriguez,Carlos Pratts,Johnny Ortiz,Rafael Martinez,Hector Duran,Sergio Avelar,Michael Aguero,Diana Maria Riva,Omar Leyva,Valente Rodriguez,Danny Mora,Maria Bello,Morgan Saylor,Elsie Fisher,Martha Higareda,Natalia Córdova,Ben Bray,Vanessa Martinez,Adriana Diaz Chapa,Rigo Sanchez,Chris Ellis Jr.,Eloy Casados,Josh Clark,Chelsea Rendon,Daniel Moncada,Ashley Bravo,Chad Mountain,J. Downing,Brian Connors,Alex MacNicoll,Vincent Martella,Michael Tong,Baxter Frick,Regi Davis,Juana Flores,Connor Weil,Tyler Sellers,Anthony Renaud,Brian Hayes Currie,Sarah Benoit,Isabelle Ortega,Jorge Luis Padilla,Salvador Velez,Isaiah Gonzales,Catherine Toribio,Rosa Ochoa,Rebecca Silva,John Funk,Sean O'Connell,Jeffrey Sheller,Mariachi Sol de Mexico,Alfredo Lopez,Jackie Di Crystal,Mariann Gavelo","MCFARLAND USA"
"304","tt1655441",20.325,5,25000000,"Fantasy,Drama,Romance",2.869539,2015-04-16,42629776,112,"English",7.4,969,"Lee Toland Krieger","","san francisco,immortality,love,forever","7 nominations.",51,7.2,"90,498",5.5,3.7,37783,139,76,63,67,55,"Blake Lively,Michiel Huisman,Harrison Ford,Ellen Burstyn,Kathy Baker,Amanda Crew,Lynda Boyd,Richard Harmon,Fulvio Cecere,Anjali Jay,Hiro Kanagawa,Peter J. Gray,Izabel Pearce,Cate Richardson,Jane Craven,Noel Johansen,Aaron Craven,Primo Allon,Darren Dolynski,Chris William Martin,Mark Ghanimé,Shaker Paleja,Daniel Bacon,Barclay Hope,Robert Moloney,Lane Edwards,Hugh Ross,Toby Levins,Anthony Ingruber,Keith McCafferty,Serge Houde,Alison Wandzura,Demord Dann,Grace Chin,Dee Jay Jackson","THE AGE OF ADALINE"
"305","tt2357291",20.375,13,103000000,"Animation,Family",1.373874,2014-03-19,500188435,102,"English,Português",6.6,583,"Carlos Saldanha","","bird,sequel,jungle,audition,amazon rainforest,parrots","1 win & 19 nominations.",49,6.4,"57,644",5.4,3.6,105269,106,50,56,59,48,"Jesse Eisenberg,Anne Hathaway,Leslie Mann,Jamie Foxx,Andy García,Bruno Mars,Jemaine Clement,Rodrigo Santoro,Jake T. Austin,Amandla Stenberg,Pierce Gagnon,Rita Moreno,Kristin Chenoweth,Tracy Morgan,Will.i.am,George Lopez,Rachel Crow,Bebel Gilberto,Jason Harris","RIO 2"
"306","tt2032557",20.4333333333333,5,0,"Thriller",0.589704,2012-08-27,519535,130,"English,اردو",6.7,45,"Mira Nair","","new york,terror,hostage,dream,homeland,pakistani,wall street,crisis,conflict,family,woman director","3 wins.",54,6.9,"10,412",6.2,3.5,5490,93,50,43,61,54,"Riz Ahmed,Kate Hudson,Kiefer Sutherland,Liev Schreiber,Nelsan Ellis,Martin Donovan,Christopher Nicholas Smith,Om Puri,Shabana Azmi,Haluk Bilginer,Meesah Shafi","THE RELUCTANT FUNDAMENTALIST"
"307","tt0057603",20.5,1,0,"Horror",0.046265,1963-08-17,0,92,"Italiano",6,20,"Mario Bava","Mario Bava,Alberto Bevilacqua","anthology","N/A",NA,7.2,"6,890",6.7,3.6,5614,15,13,2,77,87,"Boris Karloff,Michèle Mercier,Jacqueline Pierreux,Susy Andersen,Lidia Alfonsi,Massimo Righi,Rika Dialina,Glauco Onorato,Milly,Harriet Medin,Gustavo De Nardo,Milo Quesada,Mark Damon","BLACK SABBATH"
"308","tt0469021",20.5,4,0,"Comedy",0.715724,2013-07-24,0,90,"English",6.7,84,"Declan Lowney","Peter Baynham,Steve Coogan,Armando Iannucci,Neil Gibbons,Rob Gibbons","disc jockey,radio station,hostage,hostage situation,radio broadcast,laid off","1 win & 7 nominations.",66,7,"24,114",7,3.7,14182,98,85,13,73,87,"Steve Coogan,Anna Maxwell Martin,Nigel Lindsay,Simon Greenall,Colm Meaney,Felicity Montagu,Phil Cornwell,Darren Boyd,Tim Key,Monica Dolan,Simon Kunz,Sean Pertwee,Elizabeth Berrington,Jessica Knappett,Dustin Demri-Burns,Lucy Briers,Eleanor Matsuura,Robert Whitelock,Diane Morgan,Alan Rothwell,Rita Davies,Anna Stockton,Simon Delaney","ALAN PARTRIDGE"
"309","tt0337692",20.5912698412698,12,25000000,"Adventure,Drama",0.474528,2012-05-22,8784318,137,"English,Français",5.6,182,"Walter Salles","","male nudity,cemetery,funeral,song,kiss,friendship,road trip,based on book,marijuana,snow,three word title,bare breasts,cigarette smoking,writer,photograph,on the road,sex scene,singing in a car,voice over narration,typewriter,voice over,suicide thoughts,road movie,denver colorado,kerouac","2 wins & 4 nominations.",56,6.1,"32,720",5.6,2.8,10714,141,61,80,34,43,"Kristen Stewart,Garrett Hedlund,Sam Riley,Kirsten Dunst,Tom Sturridge,Viggo Mortensen,Amy Adams,Alice Braga,Steve Buscemi,Danny Morgan,Elisabeth Moss,Giovanna Zacarías,Terrence Howard","ON THE ROAD"
"310","tt2111474",20.625,1,0,"",0.000472,2007-03-29,0,135,"한국어/조선말",0,0,"Myung-jun Kim","","","N/A",NA,7.2,"12",NA,NA,NA,NA,NA,NA,NA,NA,"","OUR SCHOOL"
"311","tt2507128",20.625,2,0,"Documentary",0.008025,2013-10-18,0,76,"English",5.9,12,"Rob Kuhns","","","N/A",65,7,"1,169",6.7,3.7,2423,24,23,1,72,96,"George A. Romero","BIRTH OF THE LIVING DEAD"
"312","tt0089791",20.7291666666667,7,6000000,"Adventure,Comedy,Family",0.148991,1985-07-26,40940662,90,"English",6.3,79,"Tim Burton","Michael Varhol,Paul Reubens,Phil Hartman","bicycle,calamity,movie studio,man child,alamo,fake psychic","1 win & 2 nominations.",47,7,"41,072",7.8,3,112805,44,39,5,79,89,"Paul Reubens,E.G. Daily,Mark Holton,Diane Salinger,Judd Omen,Irving Hellman,Bill Cable,Peter Looney,Starletta DuPois,Lou Cutell,Monte Landis,Milton Berle,Jan Hooks,James Brolin,Morgan Fairchild,Dee Snider,Simmy Bow,Ralph Seymour","PEE WEE'S BIG ADVENTURE"
"313","tt0089791",20.7291666666667,7,6000000,"Adventure,Comedy,Family",0.148991,1985-07-26,40940662,90,"English",6.3,79,"Tim Burton","Michael Varhol,Paul Reubens,Phil Hartman","bicycle,calamity,movie studio,man child,alamo,fake psychic","1 win & 2 nominations.",47,7,"41,072",7.8,3,112805,44,39,5,79,89,"Paul Reubens,E.G. Daily,Mark Holton,Diane Salinger,Judd Omen,Irving Hellman,Bill Cable,Peter Looney,Starletta DuPois,Lou Cutell,Monte Landis,Milton Berle,Jan Hooks,James Brolin,Morgan Fairchild,Dee Snider,Simmy Bow,Ralph Seymour","PEE-WEE'S BIG ADVENTURE"
"314","tt2322519",20.8333333333333,2,0,"Documentary",0.002198,2013-01-04,0,85,"English",0,0,"Kelly Anderson","","woman director","1 win & 1 nomination.",65,7.3,"26",6.1,3.7,253,6,6,0,71,100,"","MY BROOKLYN"
"315","tt0083062",21,1,1181152,"Action",8e-06,1983-07-07,0,87,"普通话,广州话 / 廣州話",8,1,"Gordon Liu Chia-Hui","","martial arts,kung fu,revenge","N/A",NA,7.2,"606",NA,3.9,1519,NA,NA,NA,86,NA,"Gordon Liu Chia-Hui,Adam Cheng,Idy Chan,Johnny Wang Lung-Wei","SHAOLIN VS WUTANG"
"316","tt0096061",21,1,0,"Fantasy,Comedy,Drama",0.236957,1988-11-22,60328000,101,"English",6.4,153,"Richard Donner","","holiday,tv ratings,comedy,funny,scrooge,christmas carol,duringcreditsstinger,christmas,bill murray","Nominated for 1 Oscar. Another 1 win & 3 nominations.",38,7,"60,880",6,3.3,76878,40,27,13,71,68,"Bill Murray,Karen Allen,John Glover,John Forsythe,Bobcat Goldthwait,Jamie Farr,Brian Doyle-Murray,Carol Kane,Michael J. Pollard,Robert Goulet,Mary Ellen Trainor,John Houseman,Buddy Hackett,Robert Mitchum,David Johansen,Al 'Red Dog' Weber,Robert Hammond,Nicholas Phillips,Susan Isaacs,Alfre Woodard,Mabel King","SCROOGED"
"317","tt1296906",21,1,0,"Documentary",0.000826,2009-06-21,0,65,"English,",0,0,"Lydia Nibley","Russell Martin,Lydia Nibley","navajo,murder,native american,transgender,gender,lgbt,hate crime,gay rights","1 nomination.",NA,7.7,"66",NA,4.3,67,NA,NA,NA,88,NA,"","TWO SPIRITS"
"318","tt1753666",21,1,0,"",0.001,2011-01-01,0,0,"",0,0,"","","","3 wins & 1 nomination.",NA,7.5,"51",NA,4.2,72,NA,NA,NA,83,NA,"","DAVID"
"319","tt2719848",21.125,6,55000000,"Adventure,Drama",2.37896,2015-09-18,202394678,121,"English",6.6,975,"Baltasar Kormákur","","mountains,snow storm,hiking,snow,death,blizzard,mountain climbing,based on true events,mount everest,3d","7 nominations.",64,7.1,"128,301",6.7,3.6,46146,200,146,54,69,73,"Jason Clarke,Jake Gyllenhaal,Josh Brolin,John Hawkes,Sam Worthington,Robin Wright,Keira Knightley,Clive Standen,Emily Watson,Mia Goth,Michael Kelly,Martin Henderson,Elizabeth Debicki,Tom Goodman-Hill,Vanessa Kirby,Naoko Mori,Mark Derwin,Thomas M. Wright,Ingvar Eggert Sigurðsson,Ang Phula Sherpa,Charlotte Bøving,Pemba Sherpa,Amy Shindler,Simon Harrison,Chris Reilly,Tim Dantay,Todd Boyce,Justin Salinger,Stormur Jón Kormákur Baltasarsson,Demetri Goritsas,Chike Chan,Micah A. Hauptman,Nancy Baldwin,Lucy Newman-Williams,Vijay Lama,Avin Shah","EVEREST"
"320","tt0064757",21.25,1,7000000,"Adventure,Action,Thriller",0.903346,1969-12-12,81974493,142,"English,Deutsch",6.2,214,"Peter R. Hunt","","london,suicide,england,switzerland,secret identity,new identity,honeymoon,secret mission,secret organization,blofeld,secret lab,villain,kilt,family history,title of nobility,snow storm,daughter,espionage,james bond,killer,skiing,alps,aftercreditsstinger,ski chase","Nominated for 1 Golden Globe. Another 3 nominations.",NA,6.8,"59,502",6.8,3.2,50932,45,37,8,64,82,"George Lazenby,Diana Rigg,Telly Savalas,Gabriele Ferzetti,Ilse Steppat,Angela Scoular,Lois Maxwell,George Baker,Bernard Lee,Desmond Llewelyn,Catherine Schell,Bernard Horsfall,Virginia North,Geoffrey Cheshire,Julie Ege,Mona Chong,Joanna Lumley,Jenny Hanley","ON HER MAJESTY'S SECRET SERVICE"
"321","tt2382396",21.2916666666667,3,4000000,"Drama",0.547449,2014-04-10,2365467,118,"English",6.5,183,"David Gordon Green","","","4 wins & 9 nominations.",74,6.9,"35,848",7.3,3.6,18598,126,109,17,68,87,"Nicolas Cage,Tye Sheridan,Ronnie Gene Blevins,Sue Rock,Heather Kafka,Robert Johnson,Gary Poulter,Adriene Mishler,Brenda Isaacs Booth,Aaron Spivey-Sorrells,Dana Freitag,Anna Niemtschk,Erin Elizabeth Reed","JOE"
"322","tt1861281",21.3333333333333,3,0,"Documentary,Drama",0.001159,2011-06-17,0,93,"English",0,0,"Suki Hawley,Michael Galinsky","","woman director","N/A",71,7.2,"108",7,3.9,296,NA,15,4,75,NA,"","BATTLE FOR BROOKLYN"
