imdb_id,name,imdb_id,tmdb_id,budget,genres,tmdb_popularity,release_date,revenue,runtime,languages,tmdb_rating,tmdb_votes,directors,writers,keywords,awards,metascore,imdb_rating,imdb_votes,tomato_critic_rating,tomato_user_rating,tomato_user_votes,tomato_critic_votes,tomato_fresh_reviews,tomato_rotten_reviews,tomato_user_meter,tomato_critic_meter,actors
tt1460739,BETTER THIS WORLD,tt1460739,81619,0,Documentary,0.002309,2011-04-23,0,89,English,5.0,3,"Kelly Duane,Katie Galloway",,"texas,political incompetence,republican party,political,woman director",7 wins & 7 nominations.,N/A,7.3,337,7.2,4.0,189,9,9,0,80.0,100.0,"Scott Crow,Brandon Darby,Matthew Vadum"
tt1466054,CLOUDBURST,tt1466054,117098,0,"Adventure,Drama,Comedy,Thriller,Foreign",0.003095,2011-09-23,0,93,English,5.6,4,Thom Fitzgerald,,comedy,30 wins & 2 nominations.,N/A,7.3,"1,259",6.3,4.0,370,7,7,0,77.0,100.0,"Olympia Dukakis,Brenda Fricker,John Dunsworth,Kristin Booth,Ryan Doucette,Jeremy Akerman"
tt1474276,SUMMER WARS,tt1474276,28874,0,Animation,0.51297,2009-08-01,80768,114,"English,日本語",7.3,140,Mamoru Hosoda,,"artificial intelligence,card game,hacker,virtual reality,computer,family holiday",10 wins & 5 nominations.,63,7.6,"16,134",7.1,4.1,4364,22,17,5,88.0,77.0,"Mitsuki Tanimura,Nanami Sakuraba,Sumiko Fuji,Ayumu Saitô,Riisa Naka,Ryunosuke Kamiki"
tt1477715,THIS IS IT,tt1477715,13576,60000000,"Music,Documentary",0.239414,2009-10-28,0,111,English,6.7,145,Kenny Ortega,,"pop star,music,concert,aftercreditsstinger,duringcreditsstinger",7 wins & 9 nominations.,67,7.3,"33,066",7.1,4.0,221477,179,145,34,82.0,81.0,"Michael Jackson,Orianthi,Kenny Ortega,Dorian Holley,Patrick Woodroffe,Bashiri Johnson,Mo Pleasure,Jonathan Moffett,Tommy Organ,Jasmine Alveran"
tt1483013,OBLIVION,tt1483013,75612,120000000,"Action,Science Fiction,Adventure,Mystery",2.280055,2013-04-10,286168572,126,English,6.3,3513,Joseph Kosinski,,"spacecraft,dystopia,space,drone,human versus alien",11 nominations.,54,7,"382,459",5.9,3.5,162181,233,123,110,61.0,53.0,"Tom Cruise,Morgan Freeman,Olga Kurylenko,Andrea Riseborough,Nikolaj Coster-Waldau,Melissa Leo,Zoë Bell,Abigail Lowe,Isabelle Lowe,David Madison,John L. Armijo,Fileena Bahris,Joanne Bahris,Andrew Breland,Lisa Raziano"
tt1483797,REDLINE,tt1483797,71883,0,"Fantasy,Drama,Action,Thriller,Animation",0.13585,2009-08-14,0,102,日本語,7.0,21,Takeshi Koike,Katsuhito Ishii,"fight,mafia,tournament,crying,creature,daredevil,race",1 win & 2 nominations.,N/A,7.5,"5,725",N/A,4.0,966,N/A,N/A,N/A,83.0,N/A,"Takuya Kimura,Yu Aoi,Tadanobu Asano,Takeshi Aono,Tatsuya Gashûin,Unshō Ishizuka,Kenta Miyake,Yoshiyuki Morishita,Yûichi Nagashima,Yoshinori Okada,Kanji Tsuda,Ken'yû Horiuchi"
tt1486834,WHAT IF,tt1486834,212716,0,"Drama,Comedy,Romance",0.934016,2013-09-07,0,93,English,6.7,407,Michael Dowse,,"male female relationship,best friend,falling in love",2 wins & 8 nominations.,59,6.8,"48,744",6.3,3.6,24422,116,82,34,69.0,71.0,"Daniel Radcliffe,Zoe Kazan,Rafe Spall,Megan Park,Adam Driver,Jemima Rooper,Meghan Heffern,Jordan Hayes,Mackenzie Davis,Vanessa Matsui,Sarah Gadon,Lucius Hoyos,Tommie-Amber Pirie,Jonathan Cherry,Rebecca Northan,Oona Chaplin,Adam Fergus,Sam Moses,Ennis Esmer,Mike Wilmot,George Tchortov,Tamara Duarte,Rosalind Feldman,Don Ritter"
tt1490017,THE LEGO MOVIE,tt1490017,137106,60000000,"Adventure,Fantasy,Animation,Comedy,Action,Family",2.455143,2014-02-06,469160692,100,English,7.6,2084,"Phil Lord,Chris Miller",,"father-son relationship,creativity,friendship,superman,part live action,toys,batman,based on toy,falling in love,duringcreditsstinger,different worlds,lego,lego movie",Nominated for 1 Oscar. Another 69 wins & 59 nominations.,83,7.8,"243,493",8.2,4.3,218548,226,217,9,87.0,96.0,"Will Arnett,Elizabeth Banks,Craig Berry,Alison Brie,David Burrows,Anthony Daniels,Charlie Day,Amanda Farinos,Keith Ferguson,Will Ferrell,Will Forte,Dave Franco,Morgan Freeman,Todd Hansen,Jonah Hill,Jake Johnson,Keegan-Michael Key,Kelly Lafferty,Chris McKay,Graham Miller,Liam Neeson,Doug Nicholas,Shaquille O'Neal,Nick Offerman,Chris Paluszek,Chris Pratt,Chris Romano,Jadon Sand,Cobie Smulders,Melissa Sturm,Jorma Taccone,Channing Tatum,Chris Miller,Billy Dee Williams,Leiki Veskimets"
tt1499958,HERETICS,tt1499958,378688,0,,0.0,,0,95,,0.0,0,Joan Braderman,,,N/A,N/A,8.9,11,N/A,3.7,14,N/A,N/A,N/A,67.0,N/A,"Joan Snyder,Elke Solomon,Pat Steir,May Stevens,Michelle Stuart,Emma Amos,Ida Applebroog"
tt1504978,A LOT LIKE YOU,tt1504978,138543,0,Documentary,0.001286,2012-03-28,0,80,,0.0,0,Eliaichi Kimaro,,woman director,2 wins.,N/A,8.3,35,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,
tt1507369,THE OWLS,tt1507369,44288,0,Drama,0.001344,2010-01-01,0,66,English,0.0,0,Cheryl Dunye,,woman director,1 nomination.,N/A,4.8,80,N/A,2.4,42,N/A,N/A,N/A,9.0,N/A,
tt1525838,GUN HILL ROAD,tt1525838,65953,119567,Drama,0.008556,2011-08-05,0,86,English,4.0,2,Rashaad Ernesto Green,Rashaad Ernesto Green,"puertorican,based on true story,independent film,family relationships, ",4 wins & 7 nominations.,55,6.7,969,6.0,3.7,723,29,18,11,69.0,62.0,"Judy Reyes,Isiah Whitlock, Jr.,Esai Morales,Tyrone Brown,Reinaldo Marcus Green"
tt1531901,BYZANTIUM,tt1531901,102780,0,"Drama,Fantasy,Thriller",0.644708,2012-09-09,89237,118,English,5.7,152,Neil Jordan,,"vampire,mother daughter relationship",2 wins & 5 nominations.,66,6.5,"31,877",6.4,3.2,11280,105,66,39,50.0,63.0,"Saoirse Ronan,Gemma Arterton,Sam Riley,Caleb Landry Jones,Daniel Mays,Warren Brown,Thure Lindhardt,Barry Cassin,David Heap,Ruby Snape,Jenny Kavanagh,Glenn Doherty,Edyta Budnik,Gabriela Marcinková,Uri Gavriel,Christine Marzano,Kate Ashfield,Jeff Mash,Maria Doyle Kennedy"
tt1532503,BEGINNERS,tt1532503,55347,3200000,"Drama,Romance,Comedy",0.288075,2010-09-11,5332926,105,"English,Français",6.8,180,Mike Mills,,"gay,loss of mother,secret,coming out,loss of father,cancer,party. coming out,gay elderly",Won 1 Oscar. Another 34 wins & 27 nominations.,81,7.2,"72,428",7.3,3.8,24396,149,125,24,77.0,84.0,"Ewan McGregor,Christopher Plummer,Mélanie Laurent,Goran Visnjic,Kai Lennox,Mary Page Keller,Keegan Boos,China Shavers,Melissa Tang,Amanda Payton,Luke Dilberto,Lou Taylor Pucci,Jennifer Lauren Grant,Reynaldo Pacheco,Jodi Long,Bruce French,Leslie Shea,Michael Chieffo,Jennifer Hasty,Rodney Saulsberry,June Saunders,Catherine McGoohan,Terry Walters,Lana Young,Algerita Wynn Lewis,Regine Redwing,Sunday Burke,Patrick L. Birkett,Sabera Wise,Rafael J. Noble,Jose Yenque"
tt1533081,LOVING LAMPPOSTS,tt1533081,79851,0,Documentary,0.000857,2010-05-28,0,84,,4.5,2,,,,N/A,N/A,7.8,61,N/A,3.8,56,N/A,N/A,N/A,59.0,N/A,
tt1535108,ELYSIUM,tt1535108,68724,115000000,"Science Fiction,Action,Drama,Thriller",1.949504,2013-08-07,286140700,109,English,6.5,2150,Neill Blomkamp,Neill Blomkamp,"dystopia,space station,class conflict",1 win & 9 nominations.,61,6.6,"333,298",6.5,3.4,162018,232,157,75,58.0,68.0,"Matt Damon,Jodie Foster,Adam S. Gottbetter,Sharlto Copley,Alice Braga,Diego Luna,Wagner Moura,William Fichtner,Faran Tahir,Jose Pablo Cantillo,Maxwell Perry Cotton,Brandon Auret,Josh Blacker,Emma Tremblay,Adrian Holmes,Jared Keeso,Michael Shanks,Carly Pope,Ona Grauer,Terry Chen,Chris Shields,Christina Cox,Derek Gilroy,Talisa Soto,Claire Smithies"
tt1535109,CAPTAIN PHILLIPS,tt1535109,109424,55000000,"Action,Drama,Thriller",1.132092,2013-10-10,95000000,134,"English,Somali",7.7,1534,Paul Greengrass,,"ship,hijacking,somalia,fisherman,blood,poverty,pirate,terrorism,commando,hijack,cargo ship,ship captain,somali pirates,ship hijacking,somali,commando unit",Nominated for 6 Oscars. Another 16 wins & 137 nominations.,83,7.9,"320,520",8.3,4.2,150717,245,228,17,89.0,93.0,"Tom Hanks,Catherine Keener,Max Martini,Chris Mulkey,Yul Vazquez,Corey Johnson,David Warshofsky,John Magaro,Michael Chernus,Barkhad Abdi,Faysal  Ahmed,Barkhad Abdirahman,Mahat M. Ali,Angus MacInnes,San Shella,Amr El-Bayoumi,Azeez Mohammed"
tt1539489,A FIERCE GREEN FIRE,tt1539489,84196,0,Documentary,0.005823,2013-03-01,0,101,English,4.0,2,Mark Kitchell,,,1 nomination.,52,6.9,154,6.3,3.8,240,20,13,7,68.0,65.0,"Meryl Streep,Ashley Judd,Robert Redford,Isabel Allende,Van Jones"
tt1560747,THE MASTER,tt1560747,68722,32000000,Drama,0.468825,2012-09-07,28258060,137,English,6.8,330,Paul Thomas Anderson,Paul Thomas Anderson,"post traumatic stress  disorder,sexual obsession,postwar period,drifter,alcoholic,cult leader,scientology,religious cult,charismatic leader,right hand man",Nominated for 3 Oscars. Another 76 wins & 179 nominations.,86,7.1,"103,570",8.1,3.4,49134,227,194,33,61.0,85.0,"Joaquin Phoenix,Philip Seymour Hoffman,Amy Adams,Laura Dern,Jesse Plemons,Ambyr Childers,Rami Malek,Madisen Beaty,Kevin J. O'Connor,Patty McCormack,Lena Endre,Barbara Brownell,Amy Ferguson,Jennifer Neala Page,Christopher Evan Welch,Mike Howard,Bruce Goodchild,Frank Bettag,Mimi Cozzens"
tt1567233,FORKS OVER KNIVES,tt1567233,64288,0,Documentary,0.19296,2011-05-06,664747,90,English,6.5,23,Lee Fulkerson,Lee Fulkerson,"vegetarian,food",N/A,57,7.7,"6,557",6.3,4.1,2563,38,23,15,80.0,61.0,"Lee Fulkerson,Matthew Lederman,Alona Pulde,T. Colin Campbell,Caldwell Esselstyn Jr.,Joey Aucoin,Connie Diekman,Pam Popper,Doug Lisle,Terry Mason,San'Dera Brantley-Nation,Neal Barnard,Gene Baur"
tt1568335,J-M BASQUIAT: RADIANT CHILD,tt1568335,51486,0,Documentary,0.000869,2010-01-25,0,88,English,6.8,9,Tamra Davis,,woman director,1 win & 1 nomination.,74,7.9,"1,325",7.4,4.0,719,34,29,5,86.0,85.0,"Jean Michel Basquiat,Julian Schnabel,Bruno Bischofberger,Fab 5 Freddy"
tt1571249,SKELETON TWINS,tt1571249,244772,0,Drama,0.258356,2014-09-12,5284309,90,English,6.7,182,Craig Johnson,"Mark Heyman,Craig Johnson","new york,adultery,confession,brother sister relationship,infidelity,bisexuality,rejection,siblings,cowardice,reunion,death of father,mother daughter relationship,lesbian,closeted homosexual,teacher student relationship,mother son relationship,gay lead character,gay character,gay brother,estrangement,fraternal twins,new ager,twin synchronization,gay twin",4 wins & 10 nominations.,74,6.8,"30,703",7.0,3.6,30415,145,126,19,69.0,87.0,"Kristen Wiig,Bill Hader,Luke Wilson,Ty Burrell,Boyd Holbrook,Joanna Gleason,Kathleen Rose Perkins,Ian Hyland,Adriane Lenox,Sydney Lucas,Eddie Schweighardt,Paul Castro Jr.,Benjamin McGowan,Genevieve Adams,Truck Hudson,Cliff Moylan"
tt1579361,CHASING ICE,tt1579361,84185,0,Documentary,0.025734,2012-10-01,1328467,74,English,7.7,40,Jeff Orlowski,Mark Monroe,"climate change,global warming,glacier,global climate change,field research,melting glacier,cryosphere,polar ice cap,environmental change ",Nominated for 1 Oscar. Another 9 wins & 3 nominations.,75,7.8,"5,947",7.5,4.1,12217,68,65,3,84.0,96.0,"James Balog,Svavar Jonatansson,Adam LeWinter,Louie Psihoyos,Kitty Boone,Sylvia Earle,Dennis Dimick,Jason Box,Tad Pfeffer,Suzanne Balog,Jeff Orlowski"
tt1581845,SOMEWHERE BETWEEN,tt1581845,117924,0,Documentary,0.004782,2012-08-24,0,88,English,6.0,1,Linda Goldstein Knowlton,,"california,pennsylvania,massachusetts,adoption,chinese,nashville tennessee,newburyport massachusetts,berkeley california,interracial adoption,heritage,chinese american,woman director",1 win & 1 nomination.,67,7.8,371,7.0,4.2,483,25,22,3,87.0,88.0,
tt1587310,Maleficent,tt1587310,102651,180000000,"Fantasy,Adventure,Action,Family,Romance",1.81852,2014-05-28,758410378,97,English,7.0,2570,Robert Stromberg,,"fairy tale,villain,sleeping beauty,dark fantasy,based on fairy tale,adaptation,retelling,literary adaptation,3d",Nominated for 1 Oscar. Another 9 wins & 39 nominations.,56,7,"248,438",5.7,3.8,174911,199,98,101,71.0,49.0,"Angelina Jolie,Elle Fanning,Juno Temple,Sharlto Copley,Isobelle Molloy,Miranda Richardson,Brenton Thwaites,Imelda Staunton,Sam Riley,Peter Capaldi,Jamie Sives,Lesley Manville,Toby Regbo,Kenneth Cranham,Hannah New,Ella Purnell,Sarah Flind,Jackson Bews,Angus Wright,Oliver Maltman,Gary Cargill,John O'Toole,Harry Attwell,Anthony May,James Hicks,Stephan Chase,Mark Caven,Chris Leaney,Jamie Maclachlan,Vivienne Jolie-Pitt,Eleanor Worthington-Cox,John MacMillan,Tim Treloar,Peter G. Reed,Marama Corlett,Liam McKenna,Steven Cree,Sandy Fox,Janet McTeer,Karen Anderson,Lasco Atkins,James Ayling,Laura Black,Sophie-Anna Brough,Alfred Camp,Raf Cross,Nick Donald,Terri Douglas,Damon Driver,Josh Dyer,Stephanie Elstob,Ellis Fuller,Craig Garner,Alexander Gillison,Victoria Gugenheim,Daniel Harland,Kara Lily Hayworth,John Heartstone,Matt Hookings,Craig Izzard,Ceri Jerome,Zahara Jolie-Pitt,Lee Edward Jones,Hrvoje Klecz,Alex Marek,João Costa Menezes,Karen Mkrtchyan,Matthew John Morley,Steven John Nice,Edd Osmond,Jo Osmond,Andrew James Porter,Guy Potter,Marc Rolfe,Jd Roth-round,Julian Seager,Peter Stacey,Daniel Stisen,Richard Summers-Calvert,Leo Suter,Tom Swacha,Daniel Westwood,Christian Wolf-La'Moy "
tt1588173,WARM BODIES,tt1588173,82654,35000000,"Horror,Comedy,Romance",1.780719,2013-01-31,116980662,97,English,6.4,1800,Jonathan Levine,,"post-apocalypse,dystopia,zombies,zombie apocalypse,interspecies romance,based on young adult book",1 win & 9 nominations.,59,6.9,"183,100",6.8,3.8,130591,188,151,37,73.0,80.0,"Nicholas Hoult,Teresa Palmer,Analeigh Tipton,Rob Corddry,Dave Franco,John Malkovich,Cory Hardrict,Daniel Rindress-Kay,Vincent Leclerc,Robert Reynolds,John Topor,Ayisha Issa,Debbie Wong,Christian Paul,Patrick Sabongui"
tt1596363,THE BIG SHORT,tt1596363,318846,28000000,"Drama,Comedy",5.248243,2015-12-11,133346506,130,English,7.2,1075,Adam McKay,,"bank,fraud,biography,wall street,finances,based on true story,animated sequence,breaking the fourth wall,loan,financial crisis,real estate,mortgage",Won 1 Oscar. Another 32 wins & 73 nominations.,81,7.8,"162,557",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,Hamish Linklater,John Magaro,Rafe Spall,Jeremy Strong,Finn Wittrock,Marisa Tomei,Tracy Letts,Byron Mann,Adepero Oduye,Karen Gillan,Max Greenfield,Billy Magnussen,Rudy Eisenzopf,Casey Groves,Charlie Talbert,Harold Gervais,Maria Frangos,Hunter Burke,Bernard Hocke,Shauna Rappold,Brandon Stacy,Aiden Flowers,Peter Epstein,Anthony Marble,Silas Cooper,Leslie Castay,Andrew Farrier,Ingrid Steed,Vanessa Cloke,David Zalkind,Carrie Lazar,Mychael Bates,Rajeev Jacob,Jay Potter,Garrett Hines,Ryan Broussard,Jeffry Griffin,Stanley Wong,Anthony Bourdain,Joseph Brooks,Colette Divine,Oscar Gale,Cayden Arthur Miscally,Dave Davis,Wayne Pére,Kate Blumberg,Billy Slaughter,Heighlen Boyd,Ilan Srulovitz,Jay Jablonski,Blaine Kern,Al Sapienza,Marcus Lyle Brown,Tyler Kunkle,Elliott Grey,Jason Bayle,Richard Thaler,Sophie Lee,Michael Aaron Santos,David Kallaway,Sharon Landry,James Yeargain,Lyle Brocato,Kelly Lind,Michael Brooks,Lyndsay Kimball,Robyn Wholey,David Wyman,Peter Anderson,Lara Grice,Tony Bentley,Michael Kives,Jack Millard,John Neisler,Michael Joseph Varino,Joel Diggs,Michael J. Stein,Logan Crawford,Tim Wilson,Jae Suh Park,Colin Lawless,Selena Gomez,Margot Robbie"
tt1600196,THE DROP,tt1600196,154400,12600000,"Drama,Crime",1.713554,2014-09-12,18658381,106,English,6.5,533,Michaël R. Roskam,,"crime boss,mobster,pitbull,brooklyn new york city",3 wins & 4 nominations.,69,7.1,"103,901",7.1,3.7,33615,187,166,21,76.0,89.0,"Tom Hardy,Noomi Rapace,James Gandolfini,Matthias Schoenaerts,John Ortiz,Ann Dowd,James Frecheville,Michael Aronov,Morgan Spector,Michael Esper,Ross Bickell,Tobias Segal,Patricia Squire,Chris Sullivan,Lucas Caleb Rooney,Jeremy Bobb,James Colby,Mike Houston,Michael O'Hara,Scott Johnsen,Elizabeth Rodriguez"
tt1602620,AMOUR,tt1602620,86837,8900000,"Drama,Romance",0.488551,2012-07-01,19839492,127,Français,7.3,203,Michael Haneke,,"music,retired,illness,pigeon,stroke,octogenarian,aposentado",Won 1 Oscar. Another 76 wins & 101 nominations.,94,7.9,"69,690",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Emmanuelle Riva,Jean-Louis Trintignant,Isabelle Huppert,William Shimell,Rita Blanco,Dinara Drukarova,Carole Franck,Laurent Capelluto,Damien Jouillerot,Walid Afkir"
tt1605717,Frank,tt1605717,171372,0,"Comedy,Drama,Mystery",0.578991,2014-05-02,645186,96,English,6.8,382,Lenny Abrahamson,,"identity,musician,music,friendship,mysterious,mental problems",13 wins & 14 nominations.,75,7,"52,130",7.5,3.7,22647,151,138,13,72.0,91.0,"Michael Fassbender,Maggie Gyllenhaal,Domhnall Gleeson,Scoot McNairy,Hayley Derryberry,François Civil,Tess Harper,Bruce McIntosh"
tt1618399,THE WAITING ROOM,tt1618399,99877,0,"Drama,Documentary,Romance",0.001865,2012-09-26,0,0,,6.1,4,Peter Nicks,,,5 wins & 4 nominations.,84,7,654,8.5,3.8,1848,34,34,0,75.0,100.0,
tt1621039,FREE BIRDS,tt1621039,175574,55000000,"Animation,Comedy,Family",1.091088,2013-10-30,110,91,English,5.8,165,Jimmy Hayward,David I. Stern,"holiday,thanksgiving,freedom,duringcreditsstinger,3d animation",2 nominations.,38,5.9,"17,907",4.2,3.2,39897,82,14,68,44.0,17.0,"Woody Harrelson,Owen Wilson,Amy Poehler,Dan Fogler,Colm Meaney,Lesley Nicol,George Takei,Jimmy Hayward,Kaitlyn Maher,Carlos Alazraqui,Carlos Ponce,Robert Beltran,Danny Carey"
tt1621046,CESAR CHAVEZ,tt1621046,230779,10000000,Drama,0.418518,2014-03-28,0,102,"English,Español",5.3,10,Diego Luna,"Keir Pearson,Timothy J. Sexton",,5 wins & 2 nominations.,51,6.5,"2,500",5.6,3.6,8050,71,28,43,60.0,39.0,"Michael Peña,Rosario Dawson,America Ferrera,Jacob Vargas,Gabriel Mann,Lisa Brenner,John Malkovich,Kevin Dunn,Mark Moses,Julian Sands,Maynor Alvarado,Yancey Arias,Wes Bentley,Lorena McGregor,Darion Basco,Claudia de Vasco,Roberto Sosa,Ron Perkins,John Ortiz,Sara Banerjee,Liv Boughn,Sarah Finigan,Eli Vargas,Dan Gordon"
tt1623205,OZ,tt1623205,68728,200000000,"Fantasy,Adventure,Family",0.902543,2013-03-07,491868548,130,English,5.6,2718,Sam Raimi,,"circus,witch,magic,hope,illusion,magician,lost,magic trick,wizard,3d",5 wins & 31 nominations.,44,6.4,"174,822",6.0,3.4,292635,246,145,101,56.0,59.0,"James Franco,Mila Kunis,Rachel Weisz,Michelle Williams,Zach Braff,Bill Cobbs,Joey King,Tony Cox,Stephen R. Hart,Abigail Spencer,Bruce Campbell,Ted Raimi,Toni Wynne,Rob Crites,Martin Klebba,William Dick,Tim Holmes"
tt1631867,EDGE OF TOMORROW,tt1631867,137113,178000000,"Action,Science Fiction",2.826134,2014-05-27,370541256,113,English,7.7,2861,Doug Liman,,"deja vu,time warp,dystopia,war,alien,military officer,soldier,alien invasion,exoskeleton",11 wins & 34 nominations.,71,7.9,"424,716",7.5,4.2,144251,286,259,27,90.0,91.0,"Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong,Tony Way,Kick Gurry,Franz Drameh,Dragomir Mrsic,Charlotte Riley,Masayoshi Haneda,Terence Maynard,Noah Taylor,Lee Asquith-Coe,Lara Pulver,Madeleine Mantock,Marianne Jean-Baptiste,Jeremy Piven,Beth Goddard,Assly Zandry,Sebastian Blunt,Ronan Summers,Aaron Romano,Usman Akram,Bentley Kalu,Mairead McKinley,Andrew Neil,Martin Hyder,Tommy Campbell,John Dutton,Harry Landis,Rachel Handshaw,Martin McDougall,Anna Botting,Jane Hill,Erin Burnett,Dany Cushmaro,David Kaye"
tt1633298,TOO MUCH PUSSY,tt1633298,70905,0,"Documentary,Adventure,Comedy",0.00143,2011-06-06,0,80,English,1.8,2,Emilie Jouvet,Wendy Delorme,,1 nomination.,N/A,4.6,252,N/A,2.7,97,N/A,N/A,N/A,37.0,N/A,"Wendy Delorme,Ena Lind,Sadie Lune,Judy Minx,Madison Young"
tt1638355,MAN FROM UNCLE,tt1638355,203801,75000000,"Comedy,Action,Adventure",2.736468,2015-08-13,108145109,116,"Italiano,English,Pусский,Deutsch",7.0,1267,Guy Ritchie,,"spy,cold war,remake,based on tv series,buddy cop,russian spy,american spy",4 wins & 2 nominations.,56,7.3,"169,247",6.2,3.7,45843,234,156,78,74.0,67.0,"Henry Cavill,Armie Hammer,Alicia Vikander,Elizabeth Debicki,Luca Calvani,Sylvester Groth,Hugh Grant,Jared Harris,Christian Berkel,Misha Kuznetsov,Guy Williams,Marianna Di Martino,Julian Michael Deuster,Andrea Cagliesi,Riccardo Calvanese,Peter Stark,David Menkin,Pablo Scola,Cesare Taurasi,Riccardo Flammini,Francesco De Vito,Luca Della Valle,Simona Caparrini,David Beckham,Alessandro Ananasso,Joana Metrass,Gabriel Farnese"
tt1638364,THE ARMSTRONG LIE,tt1638364,214083,0,Documentary,0.149309,2013-09-08,383294,124,English,7.2,31,Alex Gibney,,"bicycle,cheater",Nominated for 1 BAFTA Film Award. Another 1 win & 7 nominations.,67,7.2,"5,580",7.0,3.7,5826,113,94,19,75.0,83.0,"Lance Armstrong,Betsy Andreu,Frankie Andreu,Reed Albergotti,Johan Bruyneel,Daniel Coyle,Michele Ferrari"
tt1640718,THE PROPHET,tt1640718,283161,0,Animation,0.444791,2014-09-06,0,85,English,7.1,10,Roger Allers,,woman director,8 nominations.,61,7.1,"1,987",6.6,4.0,2119,62,42,20,80.0,68.0,"Liam Neeson,Salma Hayek,John Krasinski,Frank Langella,Alfred Molina,John Rhys-Davies,Quvenzhané Wallis"
tt1646971,HOW TO TRAIN YOUR DRAGON 2,tt1646971,82702,145000000,"Fantasy,Action,Adventure,Animation,Comedy,Family",2.270277,2014-06-12,609123048,102,English,7.8,1907,Dean DeBlois,Dean DeBlois,"father-son relationship,wife husband relationship,sacrifice,viking,sequel,rescue,dragon,mother son relationship,death of husband,warrior,3d",Nominated for 1 Oscar. Another 13 wins & 59 nominations.,76,7.9,"218,247",7.8,4.3,186610,164,150,14,90.0,91.0,"Jay Baruchel,Gerard Butler,Kristen Wiig,Jonah Hill,Cate Blanchett,Djimon Hounsou,Kit Harington,Christopher Mintz-Plasse,T.J. Miller,America Ferrera,Craig Ferguson,Kieron Elliott,Philip McGrade,Andrew Ableson,Gideon Emery,Simon Kassianides,Randy Thom"
tt1647668,MILLION DOLLAR ARM,tt1647668,198185,25000000,Drama,0.631639,2014-05-09,38307627,124,"हिन्दी,English",6.5,163,Craig Gillespie,,"baseball,sport,duringcreditsstinger,sports film",1 win & 2 nominations.,56,7.1,"35,279",6.0,3.7,35422,134,84,50,69.0,63.0,"Jon Hamm,Bill Paxton,Lake Bell,Suraj Sharma,Aasif Mandvi,Madhur Mittal,Pitobash,Alan Arkin,Bar Paly,Al Sapienza,Tzi Ma,Allyn Rachel,Ravi Naidu,Gabriela Lopez"
tt1650554,KICK ASS 2,tt1650554,59859,28000000,"Action,Adventure,Crime",2.222758,2013-07-17,29000000,103,English,6.3,1339,Jeff Wadlow,,"crime fighter,secret identity,marvel comic,superhero,aftercreditsstinger,teen superheroes",1 win & 7 nominations.,41,6.6,"200,427",4.8,3.5,112048,191,59,132,57.0,31.0,"Aaron Taylor-Johnson,Chloë Grace Moretz,Christopher Mintz-Plasse,Clark Duke,Jim Carrey,Lindy Booth,Donald Faison,Steven Mackintosh,Monica Dolan,Morris Chestnut,Claudia Lee,Amy Anzel,Augustus Prew,Mary Kitchen,Garrett M. Brown,Lyndsy Fonseca,Yancy Butler,John Leguizamo,Robert Emms,Ella Purnell"
tt1655441,THE AGE OF ADALINE,tt1655441,293863,25000000,"Fantasy,Drama,Romance",2.869539,2015-04-16,42629776,112,English,7.4,969,Lee Toland Krieger,,"san francisco,immortality,love,forever",7 nominations.,51,7.2,"90,498",5.5,3.7,37783,139,76,63,67.0,55.0,"Blake Lively,Michiel Huisman,Harrison Ford,Ellen Burstyn,Kathy Baker,Amanda Crew,Lynda Boyd,Richard Harmon,Fulvio Cecere,Anjali Jay,Hiro Kanagawa,Peter J. Gray,Izabel Pearce,Cate Richardson,Jane Craven,Noel Johansen,Aaron Craven,Primo Allon,Darren Dolynski,Chris William Martin,Mark Ghanimé,Shaker Paleja,Daniel Bacon,Barclay Hope,Robert Moloney,Lane Edwards,Hugh Ross,Toby Levins,Anthony Ingruber,Keith McCafferty,Serge Houde,Alison Wandzura,Demord Dann,Grace Chin,Dee Jay Jackson"
tt1658801,FREEHELD,tt1658801,306745,7000000,"Romance,Drama",0.327139,2015-09-13,573335,103,English,6.9,52,Peter Sollett,,"new jersey,equality,lesbian couple,cancer",1 win & 5 nominations.,50,6.5,"5,076",5.6,3.4,3178,122,58,64,53.0,47.0,"Julianne Moore,Ellen Page,Steve Carell,Michael Shannon,Luke Grimes,Josh Charles,Mary Birdsong,Dennis Boutsikaris,Skipp Sudduth,Jeannine Kaspar,Tom McGowan,Kevin O'Rourke,Stink Fisher,Gabriel Luna,Anthony DeSando,William Sadler,Adam LeFevre,Kelly Deadmon,Traci Hovel,Mina Sundwall,Julie Reiber,Karl Jacob,Jess Jacobs,Portia Reiners,Suzanne Savoy,Susan Merson,Oliver Solomon,Mary Joy,Robbie Tann"
